Genus_species,Class,Familly,Genus,Species,Fishbase_url,English_name,French_name,Size,Size_ref,Mobility,Mobility_ref,Activity,Activity_ref,Schooling,Schooling_ref,Position,Position_ref,Diet,Diet_ref
Plectropomus_punctatus,Actinopterygii,Serranidae,Plectropomus,punctatus,https://www.fishbase.us/summary/Plectropomus-punctatus.html,Marbled coralgrouper,Vieille babonne,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Plectrypops_lima,Actinopterygii,Holocentridae,Plectrypops,lima,https://www.fishbase.us/summary/Plectrypops-lima.html,Cardinal soldierfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Plotosus_lineatus,Actinopterygii,Plotosidae,Plotosus,lineatus,https://www.fishbase.us/summary/Plotosus-lineatus.html,Striped eel catfish,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Poecilopsetta_natalensis,Actinopterygii,Pleuronectidae,Poecilopsetta,natalensis,https://www.fishbase.us/summary/Poecilopsetta-natalensis.html,African righteye flounder,,,NA,,NA,,NA,,NA,,NA,,NA
Pogonoperca_ocellata,Actinopterygii,Serranidae,Pogonoperca,ocellata,https://www.fishbase.se/summary/Pogonoperca-ocellata.html,Snowflake soapfish,Poisson-savon,,NA,,NA,,NA,,NA,,NA,,NA
Polydactylus_sp.,Actinopterygii,Polynemidae,Polydactylus,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Polymixia_sp.,Actinopterygii,Polymixiidae,Polymixia,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Pomacanthus_chrysurus,Actinopterygii,Pomacanthidae,Pomacanthus,chrysurus,https://www.fishbase.us/summary/Pomacanthus-chrysurus.html,Goldtail angelfish,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Pomacanthus_imperator,Actinopterygii,Pomacanthidae,Pomacanthus,imperator,https://www.fishbase.us/summary/Pomacanthus-imperator.html,Emperor angelfish,Poisson-ange Empereur,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Pomacanthus_semicirculatus,Actinopterygii,Pomacanthidae,Pomacanthus,semicirculatus,https://www.fishbase.us/summary/Pomacanthus-semicirculatus.html,Semicircle angelfish,Poisson ange bleu,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_agassizii,Actinopterygii,Pomacentridae,Pomacentrus,agassizii,https://www.fishbase.us/summary/Pomacentrus-agassizii.html,Creole damsel,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_baenschi,Actinopterygii,Pomacentridae,Pomacentrus,baenschi,https://www.fishbase.us/summary/Pomacentrus-baenschi.html,Baensch's damsel,Demoiselle de Baensch,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_caeruleus,Actinopterygii,Pomacentridae,Pomacentrus,caeruleus,https://www.fishbase.us/summary/Pomacentrus-caeruleus.html,Blue pete,Demoiselle bleue et jaune,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_pavo,Actinopterygii,Pomacentridae,Pomacentrus,pavo,https://www.fishbase.us/summary/Pomacentrus-pavo.html,Sapphire damsel,Demoiselle saphir,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_philippinus,Actinopterygii,Pomacentridae,Pomacentrus,philippinus,https://www.fishbase.us/summary/Pomacentrus-philippinus.html,Philippine damsel,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_pikei,Actinopterygii,Pomacentridae,Pomacentrus,pikei,https://www.fishbase.us/summary/Pomacentrus-pikei.html,Blacklip damsel,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_sulfureus,Actinopterygii,Pomacentridae,Pomacentrus,sulfureus,https://www.fishbase.us/summary/Pomacentrus-sulfureus.html,Sulfur damsel,Demoiselle soufre,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_trichrourus,Actinopterygii,Pomacentridae,Pomacentrus,trichrourus,https://www.fishbase.us/summary/Pomacentrus-trichrourus.html,Pailtail damsel,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Pomacentrus_trilineatus,Actinopterygii,Pomacentridae,Pomacentrus,trilineatus,https://www.fishbase.us/summary/Pomacentrus-trilineatus.html,Threeline damsel,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Pomachromis_richardsoni,Actinopterygii,Pomacentridae,Pomachromis,richardsoni,https://www.fishbase.se/summary/Pomachromis-richardsoni.html,Richardson's damsel,Demoiselle de richardson,,NA,,NA,,NA,,NA,,NA,,NA
Pomadasys_commersonnii,Actinopterygii,Haemulidae,Pomadasys,commersonnii,https://www.fishbase.us/summary/Pomadasys-commersonnii.html,Smallspotted grunt,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pomadasys_maculatus,Actinopterygii,Haemulidae,Pomadasys,maculatus,https://www.fishbase.us/summary/Pomadasys-maculatus.html,Saddle grunt,Grondeur selle,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pomadasys_multimaculatus,Actinopterygii,Haemulidae,Pomadasys,multimaculatus,https://www.fishbase.us/summary/Pomadasys-multimaculatus.html,Cock grunter,Grondeur coq,,NA,,NA,,NA,,NA,,NA,,NA
Priacanthus_hamrur,Actinopterygii,Priacanthidae,Priacanthus,hamrur,https://www.fishbase.us/summary/Priacanthus-hamrur.html,Moontail bullseye,Beauclaire miroir,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Prionace_glauca,Elasmobranchii,Carcharhinidae,Prionace,glauca,https://www.fishbase.us/summary/Prionace-glauca.html,Blue shark,Requin bleu,,NA,,NA,,NA,,NA,,NA,,NA
Pristiapogon_exostigma,Actinopterygii,Apogonidae,Pristiapogon,exostigma,https://www.fishbase.us/summary/Pristiapogon-exostigma.html,Eyeshadow cardinalfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pristiapogon_fraenatus,Actinopterygii,Apogonidae,Pristiapogon,fraenatus,https://www.fishbase.us/summary/Pristiapogon-fraenatus.html,Bridled cardinalfish,Bengali,,NA,,NA,,NA,,NA,,NA,,NA
Pristiapogon_kallopterus,Actinopterygii,Apogonidae,Pristiapogon,kallopterus,https://www.fishbase.us/summary/Pristiapogon-kallopterus.html,Iridescent cardinalfish,,,NA,,NA,,NA,,NA,,NA,,NA
Pristigenys_niphonia,Actinopterygii,Priacanthidae,Pristigenys,niphonia,https://www.fishbase.us/summary/Pristigenys-niphonia.html,Japanese bigeye,Beau-clair du large,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Pristipomoides_argyrogrammicus,Actinopterygii,Lutjanidae,Pristipomoides,argyrogrammicus,https://www.fishbase.us/summary/Pristipomoides-argyrogrammicus.html,Ornate jobfish,Cerf-volant,,NA,,NA,,NA,,NA,,NA,,NA
Pristipomoides_filamentosus,Actinopterygii,Lutjanidae,Pristipomoides,filamentosus,https://www.fishbase.us/summary/Pristipomoides-filamentosus.html,Crimson jobfish,Vivaneau blanc,,NA,,NA,,NA,,NA,,NA,,NA
Pristipomoides_zonatus,Actinopterygii,Lutjanidae,Pristipomoides,zonatus,https://www.fishbase.us/summary/Pristipomoides-zonatus.html,Oblique-banded snapper,Colas bagnard,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pristotis_obtusirostris,Actinopterygii,Pomacentridae,Pristotis,obtusirostris,https://www.fishbase.us/summary/Pristotis-obtusirostris.html,Gulf damselfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Prognathodes_guezei,Actinopterygii,Chaetodontidae,Prognathodes,guezei,https://www.fishbase.us/summary/Prognathodes-guezei.html,Gueze's butterflyfish,,,NA,,NA,,NA,,NA,,NA,,NA
Prognichthys_brevipinnis,Actinopterygii,Exocoetidae,Prognichthys,brevipinnis,https://www.fishbase.us/summary/Prognichthys-brevipinnis.html,Shortfin flyingfish,Exocet aile courte,,NA,,NA,,NA,,NA,,NA,,NA
Pseudalutarius_nasicornis,Actinopterygii,Monacanthidae,Pseudalutarius,nasicornis,https://www.fishbase.us/summary/Pseudalutarius-nasicornis.html,Rhino leatherjacket,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudanthias_bimaculatus,Actinopterygii,Serranidae,Pseudanthias,bimaculatus,https://www.fishbase.us/summary/Pseudanthias-bimaculatus.html,Purple goldie,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudanthias_cooperi,Actinopterygii,Serranidae,Pseudanthias,cooperi,https://www.fishbase.us/summary/Pseudanthias-cooperi.html,Red-bar anthias,Barbier rouge,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudanthias_evansi,Actinopterygii,Serranidae,Pseudanthias,evansi,https://www.fishbase.us/summary/Pseudanthias-evansi.html,Goldback anthias,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudanthias_pleurotaenia,Actinopterygii,Serranidae,Pseudanthias,pleurotaenia,https://www.fishbase.se/summary/Pseudanthias-pleurotaenia.html,Mirror basslet,,15.1-30cm,Fishbase,sedentary,as other sp in the genus,diurnal,most sp in the genus,3_20_individuals,guess from fishbase,bentho-pelagic,as most sp in the genus,planktivorous,Fishbase
Pseudanthias_pulcherrimus,Actinopterygii,Serranidae,Pseudanthias,pulcherrimus,https://www.fishbase.se/summary/Pseudanthias-pulcherrimus.html,Resplendent goldie,,0-7cm,Fishbase,sedentary,Fishbase,diurnal,as most sp in the genus,3_20_individuals,Fishbase,bentho-pelagic,as most sp in genus,planktivorous,as most sp in genus
Pseudanthias_squamipinnis,Actinopterygii,Serranidae,Pseudanthias,squamipinnis,https://www.fishbase.us/summary/Pseudanthias-squamipinnis.html,Scalefin anthias,Barbier commun,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudechidna_brummeri,Actinopterygii,Muraenidae,Pseudechidna,brummeri,https://www.fishbase.us/summary/Pseudechidna-brummeri.html,White ribbon eel,,>80cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudobalistes_flavimarginatus,Actinopterygii,Balistidae,Pseudobalistes,flavimarginatus,https://www.fishbase.us/summary/Pseudobalistes-flavimarginatus.html,Yellowmargin triggerfish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudobalistes_fuscus,Actinopterygii,Balistidae,Pseudobalistes,fuscus,https://www.fishbase.us/summary/Pseudobalistes-fuscus.html,Yellow-spotted triggerfish,Baliste jaune et bleu,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudocarcharias_kamoharai,Elasmobranchii,Pseudocarchariidae,Pseudocarcharias,kamoharai,https://www.fishbase.us/summary/Pseudocarcharias-kamoharai.html,Crocodile shark,Requin-crocodile,,NA,,NA,,NA,,NA,,NA,,NA
Pseudocheilinus_dispilus,Actinopterygii,Labridae,Pseudocheilinus,dispilus,https://www.fishbase.us/summary/Pseudocheilinus-dispilus.html,NA,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudocheilinus_evanidus,Actinopterygii,Labridae,Pseudocheilinus,evanidus,https://www.fishbase.us/summary/Pseudocheilinus-evanidus.html,Striated wrasse,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudocheilinus_hexataenia,Actinopterygii,Labridae,Pseudocheilinus,hexataenia,https://www.fishbase.se/summary/Pseudocheilinus-hexataenia.html,Sixline wrasse,,7.1-15cm,Fishbase,sedentary,Fishbase,diurnal,Fishbase,solitary,as other sp in the genus,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,Fishbase
Pseudocheilinus_octotaenia,Actinopterygii,Labridae,Pseudocheilinus,octotaenia,https://www.fishbase.se/summary/Pseudocheilinus-octotaenia.html,Eightline wrasse,,7.1-15cm,Fishbase,sedentary,Fishbase,diurnal,Fishbase,solitary,as other sp in the genus,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,Fishbase
Pseudochromis_fridmani,Actinopterygii,Pseudochromidae,Pseudochromis,fridmani,https://www.fishbase.se/summary/Pseudochromis-fridmani.html,Orchid dottyback,Pseudochromis de mer rouge,,NA,,NA,,NA,,NA,,NA,,NA
Pseudochromis_sp.,Actinopterygii,Pseudochromidae,Pseudochromis,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Pseudocoris_heteroptera,Actinopterygii,Labridae,Pseudocoris,heteroptera,https://www.fishbase.us/summary/Pseudocoris-heteroptera.html,Torpedo wrasse,labre torpille ,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudocoris_yamashiroi,Actinopterygii,Labridae,Pseudocoris,yamashiroi,https://www.fishbase.us/summary/Pseudocoris-yamashiroi.html,Redspot wrasse,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pseudodax_moluccanus,Actinopterygii,Labridae,Pseudodax,moluccanus,https://www.fishbase.us/summary/Pseudodax-moluccanus.html,Chiseltooth wrasse,Labre des Moluques,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pseudojuloides_cerasinus,Actinopterygii,Labridae,Pseudojuloides,cerasinus,https://www.fishbase.us/summary/Pseudojuloides-cerasinus.html,Pencil wrasse,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pteragogus_flagellifer,Actinopterygii,Labridae,Pteragogus,flagellifer,https://www.fishbase.us/summary/Pteragogus-flagellifer.html,Cocktail wrasse,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Pteragogus_pelycus,Actinopterygii,Labridae,Pteragogus,pelycus,https://www.fishbase.us/summary/Pteragogus-pelycus.html,Sideburn wrasse,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Ptereleotris_evides,Actinopterygii,Microdesmidae,Ptereleotris,evides,https://www.fishbase.us/summary/Ptereleotris-evides.html,Blackfin dartfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Ptereleotris_grammica,Actinopterygii,Microdesmidae,Ptereleotris,grammica,https://www.fishbase.se/summary/Ptereleotris-grammica.html,Lined dartfish,,7.1-15cm,Fishbase,sedentary,Fishbase,diurnal,as other sp in genus,pairing,Fishbase,bentho-pelagic,as other sp in genus,planktivorous,as other sp in genus
Ptereleotris_heteroptera,Actinopterygii,Microdesmidae,Ptereleotris,heteroptera,https://www.fishbase.us/summary/Ptereleotris-heteroptera.html,Blacktail goby,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Ptereleotris_microlepis,Actinopterygii,Microdesmidae,Ptereleotris,microlepis,https://www.fishbase.us/summary/Ptereleotris-microlepis.html,Blue gudgeon,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Ptereleotris_zebra,Actinopterygii,Microdesmidae,Ptereleotris,zebra,https://www.fishbase.us/summary/Ptereleotris-zebra.html,Chinese zebra goby,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Pterocaesio_capricornis,Actinopterygii,Caesionidae,Pterocaesio,capricornis,https://www.fishbase.us/summary/Pterocaesio-capricornis.html,Capricorn fusilier,Fusilier capricorne,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
